rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 4, 4, 0, 8.2524, 35.2751, 0.0000, 0.0000, 471.0000, 2659.0000, -2188.0000
r2, 2, 2, 0, 13.1068, 40.9385, 0.0000, 0.0000, 650.0000, 2659.0000, -2009.0000
r3, 5, 5, 1, 12.7832, 36.0841, 0.0000, 0.0000, 595.0000, 2659.0000, -2064.0000
r4, 2, 2, 0, 23.1392, 40.9385, 0.0000, 0.0000, 722.0000, 2659.0000, -1937.0000
r5, 3, 3, 0, 26.6990, 43.2039, 0.0000, 0.0000, 769.0000, 2659.0000, -1890.0000
r6, 2, 2, 0, 34.9515, 40.9385, 0.0000, 0.0000, 883.0000, 2659.0000, -1776.0000
r7, 2, 2, 0, 27.9935, 40.9385, 0.0000, 0.0000, 747.0000, 2659.0000, -1912.0000
r8, 1, 1, 0, 44.6602, 55.3398, 0.0000, 0.0000, 1043.0000, 2372.0000, -1329.0000
r9, 4, 4, 1, 19.2557, 35.1133, 0.0000, 0.0000, 727.0000, 2659.0000, -1932.0000
r10, 4, 4, 0, 16.9903, 34.1424, 0.0000, 0.0000, 797.0000, 2659.0000, -1862.0000
r11, 4, 4, 0, 31.5534, 34.7896, 0.0000, 0.0000, 1036.0000, 2659.0000, -1623.0000
r12, 3, 3, 0, 39.4822, 27.0227, 0.0000, 0.0000, 1150.0000, 2659.0000, -1509.0000
r13, 4, 4, 0, 36.5696, 5.1780, 0.0000, 0.0000, 2659.0000, 540.0000, 2119.0000
r14, 3, 3, 0, 45.9547, 23.6246, 0.0000, 0.0000, 2286.0000, 842.0000, 1444.0000
r15, 3, 3, 0, 48.2201, 38.9968, 0.0000, 0.0000, 1183.0000, 2286.0000, -1103.0000
