time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
6.0, 0.994083, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
10.0, 0.988166, 0.967742, 1.000000, 0.979592, 1.000000, 1.000000, 1.000000, 1.000000, 0.972973, 
15.0, 0.982249, 0.935484, 1.000000, 0.959184, 1.000000, 1.000000, 0.983051, 1.000000, 0.945946, 
19.0, 0.976331, 0.903226, 1.000000, 0.938776, 1.000000, 1.000000, 0.966102, 1.000000, 0.918919, 
26.0, 0.970414, 0.870968, 1.000000, 0.918367, 1.000000, 1.000000, 0.966102, 1.000000, 0.891892, 
28.0, 0.958580, 0.870968, 0.991453, 0.897959, 0.985507, 1.000000, 0.949153, 0.983607, 0.891892, 
31.0, 0.952663, 0.870968, 0.982906, 0.877551, 0.985507, 1.000000, 0.949153, 0.967213, 0.891892, 
35.0, 0.946746, 0.870968, 0.982906, 0.857143, 0.985507, 1.000000, 0.949153, 0.967213, 0.891892, 
41.0, 0.928994, 0.806452, 0.974359, 0.836735, 0.971014, 1.000000, 0.932203, 0.950820, 0.837838, 
42.0, 0.923077, 0.774194, 0.974359, 0.816327, 0.971014, 1.000000, 0.915254, 0.950820, 0.810811, 
45.0, 0.917160, 0.741935, 0.974359, 0.795918, 0.971014, 1.000000, 0.898305, 0.950820, 0.783784, 
48.0, 0.905325, 0.709677, 0.974359, 0.755102, 0.971014, 1.000000, 0.881356, 0.950820, 0.756757, 
53.0, 0.899408, 0.677419, 0.974359, 0.734694, 0.971014, 1.000000, 0.864407, 0.950820, 0.729730, 
55.0, 0.893491, 0.645161, 0.974359, 0.734694, 0.971014, 1.000000, 0.847458, 0.950820, 0.729730, 
56.0, 0.887574, 0.612903, 0.974359, 0.714286, 0.971014, 1.000000, 0.847458, 0.950820, 0.729730, 
57.0, 0.881657, 0.580645, 0.974359, 0.693878, 0.971014, 1.000000, 0.830508, 0.950820, 0.702703, 
59.0, 0.875740, 0.580645, 0.974359, 0.693878, 0.971014, 1.000000, 0.830508, 0.934426, 0.702703, 
60.0, 0.863905, 0.548387, 0.974359, 0.673469, 0.956522, 1.000000, 0.813559, 0.934426, 0.675676, 
64.0, 0.857988, 0.516129, 0.974359, 0.653061, 0.956522, 1.000000, 0.796610, 0.934426, 0.648649, 
66.0, 0.852071, 0.516129, 0.965812, 0.632653, 0.956522, 1.000000, 0.779661, 0.934426, 0.621622, 
67.0, 0.846154, 0.516129, 0.957265, 0.632653, 0.942029, 1.000000, 0.779661, 0.934426, 0.621622, 
68.0, 0.840237, 0.483871, 0.957265, 0.632653, 0.942029, 1.000000, 0.762712, 0.934426, 0.621622, 
90.0, 0.834320, 0.483871, 0.948718, 0.632653, 0.927536, 1.000000, 0.762712, 0.934426, 0.621622, 
96.0, 0.828402, 0.483871, 0.940171, 0.632653, 0.927536, 1.000000, 0.745763, 0.918033, 0.621622, 
102.0, 0.822485, 0.483871, 0.931624, 0.612245, 0.927536, 1.000000, 0.745763, 0.918033, 0.621622, 
108.0, 0.816568, 0.483871, 0.923077, 0.591837, 0.927536, 1.000000, 0.728814, 0.918033, 0.621622, 
111.0, 0.810651, 0.451613, 0.923077, 0.591837, 0.913043, 1.000000, 0.728814, 0.918033, 0.594595, 
113.0, 0.804734, 0.451613, 0.923077, 0.591837, 0.913043, 1.000000, 0.728814, 0.901639, 0.594595, 
115.0, 0.798817, 0.419355, 0.923077, 0.591837, 0.913043, 1.000000, 0.711864, 0.901639, 0.567568, 
117.0, 0.792899, 0.419355, 0.923077, 0.591837, 0.913043, 1.000000, 0.694915, 0.901639, 0.567568, 
130.0, 0.786982, 0.419355, 0.914530, 0.591837, 0.898551, 0.974359, 0.694915, 0.885246, 0.567568, 
136.0, 0.781065, 0.387097, 0.914530, 0.571429, 0.898551, 0.974359, 0.677966, 0.885246, 0.540541, 
137.0, 0.775148, 0.387097, 0.914530, 0.551020, 0.898551, 0.974359, 0.677966, 0.885246, 0.540541, 
147.0, 0.769231, 0.387097, 0.905983, 0.551020, 0.898551, 0.948718, 0.677966, 0.885246, 0.540541, 
