attribute,value
cd4,"(-inf, 0.5>"
cd4,"(0.5, 1.0>"
cd4,"(1.0, 1.75>"
cd4,"(1.75, 2.0>"
cd4,"(2.0, 7.75>"
cd4,"(7.75, 11.75>"
cd4,"(11.75, 18.25>"
cd4,"(18.25, 23.75>"
cd4,"(23.75, 39.5>"
cd4,"(39.5, 58.25>"
cd4,"(58.25, 63.25>"
cd4,"(63.25, 64.25>"
cd4,"(64.25, 65.25>"
cd4,"(65.25, 67.75>"
cd4,"(67.75, 68.25>"
cd4,"(68.25, 71.25>"
cd4,"(71.25, 73.75>"
cd4,"(73.75, 76.75>"
cd4,"(76.75, 85.75>"
cd4,"(85.75, 87.25>"
cd4,"(87.25, 370.0>"
cd4,"(370.0, inf)"
tx,"(-inf, 0.5>"
tx,"(0.5, inf)"
ivdrug,"(-inf, 2.0>"
ivdrug,"(2.0, 2.5>"
ivdrug,"(2.5, inf)"
priorzdv,"(-inf, 4.5>"
priorzdv,"(4.5, 5.0>"
priorzdv,"(5.0, 5.5>"
priorzdv,"(5.5, 6.75>"
priorzdv,"(6.75, 8.5>"
priorzdv,"(8.5, 11.5>"
priorzdv,"(11.5, 20.5>"
priorzdv,"(20.5, 21.0>"
priorzdv,"(21.0, 21.5>"
priorzdv,"(21.5, 47.0>"
priorzdv,"(47.0, 72.0>"
priorzdv,"(72.0, 82.5>"
priorzdv,"(82.5, 93.0>"
priorzdv,"(93.0, 94.5>"
priorzdv,"(94.5, 99.5>"
priorzdv,"(99.5, 101.5>"
priorzdv,"(101.5, 119.5>"
priorzdv,"(119.5, 122.5>"
priorzdv,"(122.5, 124.5>"
priorzdv,"(124.5, 133.0>"
priorzdv,"(133.0, inf)"
karnof,"(-inf, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
age,"(-inf, 15.5>"
age,"(15.5, 23.5>"
age,"(23.5, 24.5>"
age,"(24.5, 25.5>"
age,"(25.5, 28.5>"
age,"(28.5, 29.5>"
age,"(29.5, 30.5>"
age,"(30.5, 32.0>"
age,"(32.0, 32.5>"
age,"(32.5, 34.5>"
age,"(34.5, 53.5>"
age,"(53.5, 54.0>"
age,"(54.0, 54.5>"
age,"(54.5, 56.5>"
age,"(56.5, 57.5>"
age,"(57.5, 59.5>"
age,"(59.5, 60.0>"
age,"(60.0, 63.5>"
age,"(63.5, 64.0>"
age,"(64.0, 65.5>"
age,"(65.5, 66.5>"
age,"(66.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 3.0>"
txgrp,"(3.0, inf)"
