attribute,value
pnodes,"(-inf, 1.5>"
pnodes,"(1.5, 2.5>"
pnodes,"(2.5, 3.5>"
pnodes,"(3.5, 9.5>"
pnodes,"(9.5, 10.5>"
pnodes,"(10.5, inf)"
progrec,"(-inf, 9.5>"
progrec,"(9.5, 20.5>"
progrec,"(20.5, 21.5>"
progrec,"(21.5, 24.5>"
progrec,"(24.5, 25.5>"
progrec,"(25.5, 32.5>"
progrec,"(32.5, 41.5>"
progrec,"(41.5, 55.5>"
progrec,"(55.5, 132.5>"
progrec,"(132.5, 417.5>"
progrec,"(417.5, inf)"
tsize,"(-inf, 5.5>"
tsize,"(5.5, 13.0>"
tsize,"(13.0, 18.5>"
tsize,"(18.5, 19.0>"
tsize,"(19.0, 19.5>"
tsize,"(19.5, 20.5>"
tsize,"(20.5, 47.0>"
tsize,"(47.0, 49.5>"
tsize,"(49.5, 50.0>"
tsize,"(50.0, 59.0>"
tsize,"(59.0, inf)"
age,"(-inf, 26.5>"
age,"(26.5, 29.0>"
age,"(29.0, 34.5>"
age,"(34.5, 36.5>"
age,"(36.5, 37.5>"
age,"(37.5, 39.0>"
age,"(39.0, 39.5>"
age,"(39.5, 40.0>"
age,"(40.0, 40.5>"
age,"(40.5, 41.5>"
age,"(41.5, 42.0>"
age,"(42.0, 42.5>"
age,"(42.5, 49.5>"
age,"(49.5, 64.5>"
age,"(64.5, inf)"
estrec,"(-inf, 1.0>"
estrec,"(1.0, 2.5>"
estrec,"(2.5, 4.5>"
estrec,"(4.5, 5.5>"
estrec,"(5.5, 21.0>"
estrec,"(21.0, 107.0>"
estrec,"(107.0, 111.0>"
estrec,"(111.0, 132.5>"
estrec,"(132.5, 605.0>"
estrec,"(605.0, 664.5>"
estrec,"(664.5, inf)"
