attribute,value
SensorMeasure2,"(-inf, 548.9200000000001>"
SensorMeasure2,"(548.9200000000001, 604.29>"
SensorMeasure2,"(604.29, inf)"
SensorMeasure13,"(-inf, 2387.325>"
SensorMeasure13,"(2387.325, 2388.1549999999997>"
SensorMeasure13,"(2388.1549999999997, 2388.175>"
SensorMeasure13,"(2388.175, inf)"
SensorMeasure11,"(-inf, 41.974999999999994>"
SensorMeasure11,"(41.974999999999994, 42.095>"
SensorMeasure11,"(42.095, 44.135>"
SensorMeasure11,"(44.135, 44.3>"
SensorMeasure11,"(44.3, 47.615>"
SensorMeasure11,"(47.615, inf)"
SensorMeasure20,"(-inf, 10.655000000000001>"
SensorMeasure20,"(10.655000000000001, 24.445>"
SensorMeasure20,"(24.445, 39.004999999999995>"
SensorMeasure20,"(39.004999999999995, 39.155>"
SensorMeasure20,"(39.155, inf)"
SensorMeasure8,"(-inf, 2211.755>"
SensorMeasure8,"(2211.755, 2318.7250000000004>"
SensorMeasure8,"(2318.7250000000004, inf)"
SensorMeasure9,"(-inf, 8310.41>"
SensorMeasure9,"(8310.41, 8718.24>"
SensorMeasure9,"(8718.24, 9069.34>"
SensorMeasure9,"(9069.34, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure4,"(-inf, 1111.825>"
SensorMeasure4,"(1111.825, 1240.8400000000001>"
SensorMeasure4,"(1240.8400000000001, inf)"
SensorMeasure21,"(-inf, 8.523150000000001>"
SensorMeasure21,"(8.523150000000001, 14.847999999999999>"
SensorMeasure21,"(14.847999999999999, 23.4935>"
SensorMeasure21,"(23.4935, 23.5012>"
SensorMeasure21,"(23.5012, inf)"
SensorMeasure14,"(-inf, 8082.885>"
SensorMeasure14,"(8082.885, inf)"
SensorMeasure3,"(-inf, 1348.2849999999999>"
SensorMeasure3,"(1348.2849999999999, 1354.54>"
SensorMeasure3,"(1354.54, 1573.6399999999999>"
SensorMeasure3,"(1573.6399999999999, inf)"
OpSet1,"(-inf, 10.00065>"
OpSet1,"(10.00065, 24.999650000000003>"
OpSet1,"(24.999650000000003, inf)"
