attribute,value
pnodes,"(-inf, 1.5>"
pnodes,"(1.5, 3.5>"
pnodes,"(3.5, 4.5>"
pnodes,"(4.5, 8.5>"
pnodes,"(8.5, 9.0>"
pnodes,"(9.0, 33.0>"
pnodes,"(33.0, 36.5>"
pnodes,"(36.5, inf)"
progrec,"(-inf, 0.5>"
progrec,"(0.5, 10.5>"
progrec,"(10.5, 11.5>"
progrec,"(11.5, 12.0>"
progrec,"(12.0, 21.5>"
progrec,"(21.5, 24.5>"
progrec,"(24.5, 31.5>"
progrec,"(31.5, 32.5>"
progrec,"(32.5, 33.0>"
progrec,"(33.0, 43.5>"
progrec,"(43.5, 55.5>"
progrec,"(55.5, 103.5>"
progrec,"(103.5, 357.0>"
progrec,"(357.0, 396.5>"
progrec,"(396.5, 738.0>"
progrec,"(738.0, 1376.0>"
progrec,"(1376.0, inf)"
tsize,"(-inf, 6.5>"
tsize,"(6.5, 10.5>"
tsize,"(10.5, 13.5>"
tsize,"(13.5, 19.5>"
tsize,"(19.5, 31.0>"
tsize,"(31.0, 46.5>"
tsize,"(46.5, 59.0>"
tsize,"(59.0, 64.0>"
tsize,"(64.0, inf)"
age,"(-inf, 29.5>"
age,"(29.5, 31.5>"
age,"(31.5, 41.5>"
age,"(41.5, 64.5>"
age,"(64.5, 65.5>"
age,"(65.5, 68.5>"
age,"(68.5, 78.0>"
age,"(78.0, inf)"
estrec,"(-inf, 4.5>"
estrec,"(4.5, 5.5>"
estrec,"(5.5, 11.0>"
estrec,"(11.0, 75.5>"
estrec,"(75.5, 76.5>"
estrec,"(76.5, 106.5>"
estrec,"(106.5, 116.5>"
estrec,"(116.5, 183.0>"
estrec,"(183.0, 276.5>"
estrec,"(276.5, 277.5>"
estrec,"(277.5, 845.0>"
estrec,"(845.0, 1016.0>"
estrec,"(1016.0, inf)"
