id,distance,n_actions
0,0.022222,1
1,0.009150,1
2,0.030364,2
3,0.018301,1
4,0.016340,1
5,0.013725,1
6,0.029518,1
7,0.029730,1
8,0.008121,1
9,0.006536,1
10,0.023529,1
11,0.027819,1
12,0.030155,1
13,0.003822,1
14,0.030580,1
15,0.026970,1
16,0.021873,1
17,0.026970,1
18,0.045020,2
19,0.030580,1
20,0.030367,1
21,0.004575,1
22,0.029306,1
23,0.030792,1
24,0.036045,2
25,0.030580,1
26,0.053554,2
27,0.029730,1
28,0.028456,1
29,0.029518,1
30,0.031004,1
31,0.021236,1
32,0.008497,1
33,0.005229,1
34,0.016352,1
35,0.030580,1
36,0.013072,1
37,0.016340,1
38,0.008497,1
39,0.014653,1
40,0.027819,1
41,0.029943,1
