time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
1.0, 0.983834, 0.848485, 1.000000, 1.000000, 0.960000, 0.993631, 0.972973, 0.959184, 1.000000, 0.972973, 1.000000, 0.973451, 0.994764, 0.974874, 0.994792, 
2.0, 0.951501, 0.696970, 0.995192, 0.993103, 0.920000, 0.987261, 0.891892, 0.938776, 0.993197, 0.927928, 0.993103, 0.929204, 0.984293, 0.929648, 0.984375, 
3.0, 0.930716, 0.545455, 0.995192, 0.993103, 0.840000, 0.987261, 0.837838, 0.857143, 0.993197, 0.873874, 0.993103, 0.876106, 0.984293, 0.894472, 0.984375, 
4.0, 0.914550, 0.484848, 0.995192, 0.993103, 0.786667, 0.987261, 0.783784, 0.795918, 0.993197, 0.837838, 0.993103, 0.831858, 0.979058, 0.864322, 0.979167, 
5.0, 0.907621, 0.454545, 0.995192, 0.993103, 0.760000, 0.987261, 0.729730, 0.755102, 0.993197, 0.819820, 0.993103, 0.805310, 0.979058, 0.849246, 0.979167, 
6.0, 0.903002, 0.454545, 0.995192, 0.993103, 0.733333, 0.987261, 0.729730, 0.734694, 0.993197, 0.801802, 0.993103, 0.796460, 0.979058, 0.839196, 0.979167, 
7.0, 0.898383, 0.393939, 0.995192, 0.993103, 0.706667, 0.987261, 0.702703, 0.714286, 0.993197, 0.783784, 0.993103, 0.778761, 0.979058, 0.829146, 0.979167, 
8.0, 0.886836, 0.333333, 0.990385, 0.993103, 0.693333, 0.987261, 0.675676, 0.693878, 0.986395, 0.765766, 0.993103, 0.769912, 0.979058, 0.814070, 0.979167, 
9.0, 0.884527, 0.333333, 0.990385, 0.993103, 0.680000, 0.987261, 0.648649, 0.673469, 0.986395, 0.756757, 0.993103, 0.761062, 0.979058, 0.809045, 0.979167, 
10.0, 0.870670, 0.303030, 0.975962, 0.979310, 0.666667, 0.974522, 0.648649, 0.673469, 0.972789, 0.747748, 0.979310, 0.761062, 0.963351, 0.798995, 0.963542, 
11.0, 0.866039, 0.303030, 0.975962, 0.979310, 0.653333, 0.974522, 0.621622, 0.653061, 0.972789, 0.738739, 0.979310, 0.743363, 0.963351, 0.788881, 0.963542, 
12.0, 0.859092, 0.303030, 0.971154, 0.979310, 0.626667, 0.968153, 0.594595, 0.612245, 0.972789, 0.720721, 0.979310, 0.734513, 0.958115, 0.778767, 0.958333, 
13.0, 0.849829, 0.303030, 0.966346, 0.979310, 0.626667, 0.968153, 0.594595, 0.612245, 0.972789, 0.711712, 0.979310, 0.725664, 0.958115, 0.763596, 0.958333, 
14.0, 0.842882, 0.303030, 0.961538, 0.979310, 0.613333, 0.968153, 0.594595, 0.591837, 0.972789, 0.702703, 0.979310, 0.707965, 0.958115, 0.753483, 0.958333, 
15.0, 0.833620, 0.242424, 0.961538, 0.979310, 0.586667, 0.968153, 0.540541, 0.571429, 0.972789, 0.684685, 0.979310, 0.672566, 0.958115, 0.733255, 0.958333, 
16.0, 0.831304, 0.242424, 0.956731, 0.979310, 0.586667, 0.961783, 0.540541, 0.571429, 0.972789, 0.684685, 0.979310, 0.672566, 0.952880, 0.733255, 0.953125, 
17.0, 0.828989, 0.242424, 0.956731, 0.979310, 0.586667, 0.961783, 0.513514, 0.571429, 0.972789, 0.684685, 0.979310, 0.663717, 0.952880, 0.728198, 0.953125, 
18.0, 0.826673, 0.242424, 0.951923, 0.979310, 0.586667, 0.961783, 0.513514, 0.571429, 0.972789, 0.684685, 0.979310, 0.663717, 0.952880, 0.728198, 0.953125, 
19.0, 0.824358, 0.212121, 0.951923, 0.979310, 0.573333, 0.961783, 0.486486, 0.551020, 0.972789, 0.675676, 0.979310, 0.654867, 0.952880, 0.723141, 0.953125, 
20.0, 0.817411, 0.212121, 0.942308, 0.979310, 0.560000, 0.955414, 0.486486, 0.551020, 0.972789, 0.666667, 0.979310, 0.646018, 0.947644, 0.718084, 0.947917, 
23.0, 0.812779, 0.212121, 0.942308, 0.979310, 0.546667, 0.955414, 0.486486, 0.551020, 0.972789, 0.657658, 0.979310, 0.637168, 0.942408, 0.713027, 0.942708, 
27.0, 0.810464, 0.212121, 0.937500, 0.979310, 0.546667, 0.955414, 0.486486, 0.551020, 0.972789, 0.657658, 0.979310, 0.637168, 0.942408, 0.713027, 0.942708, 
28.0, 0.808148, 0.181818, 0.937500, 0.979310, 0.546667, 0.955414, 0.486486, 0.551020, 0.972789, 0.657658, 0.979310, 0.637168, 0.937173, 0.713027, 0.937500, 
30.0, 0.803517, 0.181818, 0.932692, 0.979310, 0.546667, 0.955414, 0.486486, 0.551020, 0.972789, 0.648649, 0.979310, 0.637168, 0.937173, 0.707970, 0.937500, 
