id,distance,n_actions
0,0.042707,2
1,0.027928,2
2,0.034098,2
3,0.032663,2
4,0.024798,1
5,0.031036,2
6,0.029093,1
7,0.047514,2
8,0.087082,1
9,0.025106,2
10,0.030927,2
11,0.023645,1
12,0.015571,1
13,0.005268,1
14,0.037755,2
15,0.047355,2
16,0.032628,2
17,0.065167,1
18,0.029093,1
19,0.029093,1
20,0.050794,2
21,0.033681,2
22,0.043593,2
23,0.038639,1
24,0.050435,2
25,0.038555,2
26,0.054387,2
27,0.043422,2
28,0.012111,1
29,0.097463,1
30,0.023150,2
31,0.046713,1
32,0.026891,2
33,0.029014,2
34,0.020239,2
35,0.036283,2
36,0.047352,2
37,0.009804,1
38,0.038820,2
39,0.043756,2
40,0.030710,2
41,0.043119,2
