id,p
0,0.000000
1,0.000000
2,0.000000
3,0.277514
4,1.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.028302
13,0.000000
14,0.091641
15,0.056691
16,0.056691
17,1.000000
18,0.000000
19,0.000000
20,0.000000
21,0.004724
22,0.000000
23,0.000000
24,0.484052
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.143035
31,0.000000
32,0.000000
33,0.000000
34,1.000000
35,0.056691
36,0.028302
37,0.000000
38,0.000000
39,0.123791
40,0.000000
41,0.000000
42,0.245041
43,0.123791
44,0.123791
45,0.245041
46,0.000000
47,0.164622
48,0.000000
49,0.000000
50,0.000000
51,0.143035
52,0.056691
53,0.245041
54,0.000016
55,0.000000
56,0.023560
57,0.091641
58,0.123791
59,0.091641
60,0.143035
61,0.277514
62,0.066792
63,0.143035
64,0.215479
65,0.000000
66,0.091641
67,0.056691
68,0.000000
