id,left,right
0,28,28
1,140,28
2,13,23
3,15,28
4,28,20
5,111,23
6,5,23
7,15,23
8,140,28
9,111,23
10,140,28
11,29,23
12,20,28
13,3,23
14,73,28
15,38,23
16,20,28
17,140,28
18,19,28
19,111,23
20,53,28
21,3,20
22,0,23
23,111,23
24,53,28
25,10,20
26,29,23
27,5,20
28,28,28
29,53,28
30,19,28
31,38,23
32,140,28
33,1,20
34,140,28
35,140,28
36,14,28
37,19,28
38,111,23
39,14,20
40,73,28
41,140,28
42,13,23
43,38,23
44,140,28
45,140,28
46,140,28
47,140,28
48,140,28
49,140,28
50,73,28
51,51,23
52,140,28
53,15,23
54,23,23
55,21,23
56,29,23
57,15,20
