((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (95.5, 112.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (73.5, 75.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (69.5, 71.5>) -> (age, (-inf, 57.5>)))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (94.0, inf)) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (95.5, 112.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (57.5, 69.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (112.5, 116.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (129.0, 143.0>) -> (hr, (62.0, 67.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (24.0, 49.0>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (-inf, 57.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((diasbp, (diasbp, (112.5, 116.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
