time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
0.5, 0.995392, 1.000000, 0.972222, 1.000000, 1.000000, 0.983607, 1.000000, 0.989130, 1.000000, 
31.0, 0.986175, 1.000000, 0.944444, 0.935484, 1.000000, 0.950820, 1.000000, 0.967391, 1.000000, 
32.0, 0.981567, 1.000000, 0.944444, 0.935484, 1.000000, 0.950820, 1.000000, 0.967391, 1.000000, 
60.0, 0.976959, 1.000000, 0.944444, 0.903226, 1.000000, 0.934426, 1.000000, 0.956522, 1.000000, 
61.0, 0.967742, 1.000000, 0.888889, 0.838710, 1.000000, 0.901639, 1.000000, 0.934783, 1.000000, 
152.0, 0.963134, 1.000000, 0.888889, 0.838710, 1.000000, 0.901639, 0.981818, 0.934783, 0.981818, 
153.0, 0.958525, 1.000000, 0.861111, 0.838710, 1.000000, 0.885246, 0.981818, 0.923913, 0.981818, 
174.0, 0.953917, 1.000000, 0.861111, 0.838710, 1.000000, 0.885246, 0.981818, 0.923913, 0.981818, 
273.0, 0.949309, 1.000000, 0.861111, 0.806452, 1.000000, 0.868852, 0.981818, 0.913043, 0.981818, 
277.0, 0.944700, 1.000000, 0.833333, 0.806452, 1.000000, 0.852459, 0.981818, 0.902174, 0.981818, 
362.0, 0.940092, 0.988506, 0.833333, 0.806452, 1.000000, 0.852459, 0.981818, 0.902174, 0.981818, 
365.0, 0.935484, 0.988506, 0.805556, 0.774194, 1.000000, 0.836066, 0.981818, 0.891304, 0.981818, 
499.0, 0.930876, 0.988506, 0.805556, 0.741935, 1.000000, 0.819672, 0.981818, 0.880435, 0.981818, 
517.0, 0.926267, 0.988506, 0.805556, 0.741935, 1.000000, 0.819672, 0.981818, 0.869565, 0.981818, 
518.0, 0.921659, 0.988506, 0.805556, 0.709677, 1.000000, 0.803279, 0.981818, 0.858696, 0.981818, 
547.0, 0.912442, 0.988506, 0.750000, 0.645161, 1.000000, 0.770492, 0.981818, 0.836957, 0.981818, 
566.0, 0.907834, 0.988506, 0.722222, 0.645161, 1.000000, 0.754098, 0.981818, 0.826087, 0.981818, 
638.0, 0.903226, 0.988506, 0.722222, 0.612903, 1.000000, 0.737705, 0.981818, 0.815217, 0.981818, 
760.0, 0.898618, 0.988506, 0.694444, 0.612903, 1.000000, 0.721311, 0.981818, 0.804348, 0.981818, 
791.0, 0.894009, 0.988506, 0.666667, 0.580645, 1.000000, 0.704918, 0.981818, 0.793478, 0.981818, 
792.0, 0.889401, 0.977011, 0.666667, 0.580645, 1.000000, 0.704918, 0.981818, 0.793478, 0.981818, 
809.0, 0.884793, 0.977011, 0.666667, 0.580645, 1.000000, 0.704918, 0.981818, 0.793478, 0.963636, 
845.0, 0.880184, 0.977011, 0.666667, 0.548387, 1.000000, 0.688525, 0.981818, 0.782609, 0.963636, 
1005.0, 0.875576, 0.965517, 0.666667, 0.548387, 0.981481, 0.688525, 0.963636, 0.782609, 0.945455, 
1077.0, 0.870968, 0.965517, 0.666667, 0.548387, 0.981481, 0.688525, 0.963636, 0.782609, 0.945455, 
1125.0, 0.866359, 0.965517, 0.666667, 0.548387, 0.981481, 0.672131, 0.963636, 0.771739, 0.945455, 
1249.0, 0.861751, 0.965517, 0.666667, 0.548387, 0.981481, 0.672131, 0.963636, 0.771739, 0.945455, 
1369.0, 0.857143, 0.965517, 0.666667, 0.516129, 0.981481, 0.655738, 0.963636, 0.760870, 0.945455, 
1392.0, 0.852535, 0.965517, 0.666667, 0.516129, 0.981481, 0.655738, 0.963636, 0.750000, 0.945455, 
1434.0, 0.847926, 0.965517, 0.638889, 0.483871, 0.981481, 0.639344, 0.963636, 0.739130, 0.945455, 
1492.0, 0.843318, 0.965517, 0.611111, 0.483871, 0.981481, 0.639344, 0.963636, 0.728261, 0.945455, 
1554.0, 0.838710, 0.965517, 0.611111, 0.483871, 0.981481, 0.639344, 0.963636, 0.728261, 0.945455, 
1625.0, 0.834101, 0.965517, 0.611111, 0.451613, 0.981481, 0.622951, 0.963636, 0.717391, 0.945455, 
1673.0, 0.829493, 0.954023, 0.611111, 0.451613, 0.981481, 0.622951, 0.963636, 0.717391, 0.945455, 
1706.0, 0.820276, 0.942529, 0.611111, 0.451613, 0.981481, 0.622951, 0.963636, 0.706522, 0.945455, 
1766.0, 0.815668, 0.931034, 0.611111, 0.451613, 0.981481, 0.622951, 0.963636, 0.706522, 0.945455, 
1767.0, 0.806452, 0.931034, 0.611111, 0.451613, 0.981481, 0.606557, 0.963636, 0.695652, 0.945455, 
1815.0, 0.801843, 0.931034, 0.583333, 0.451613, 0.981481, 0.606557, 0.963636, 0.684783, 0.945455, 
1851.0, 0.797235, 0.931034, 0.583333, 0.451613, 0.981481, 0.606557, 0.963636, 0.673913, 0.945455, 
1857.0, 0.792627, 0.931034, 0.583333, 0.451613, 0.981481, 0.590164, 0.963636, 0.663043, 0.945455, 
2010.0, 0.788018, 0.931034, 0.555556, 0.451613, 0.981481, 0.590164, 0.963636, 0.652174, 0.945455, 
2099.0, 0.783410, 0.931034, 0.527778, 0.419355, 0.981481, 0.573770, 0.963636, 0.641304, 0.945455, 
2121.0, 0.778802, 0.931034, 0.527778, 0.419355, 0.981481, 0.573770, 0.963636, 0.641304, 0.945455, 
2223.0, 0.769585, 0.931034, 0.500000, 0.419355, 0.962963, 0.557377, 0.945455, 0.630435, 0.927273, 
2236.0, 0.764977, 0.919540, 0.500000, 0.419355, 0.962963, 0.557377, 0.945455, 0.630435, 0.927273, 
2345.0, 0.760369, 0.919540, 0.472222, 0.419355, 0.962963, 0.557377, 0.945455, 0.619565, 0.927273, 
2400.0, 0.755760, 0.919540, 0.472222, 0.387097, 0.962963, 0.540984, 0.945455, 0.608696, 0.927273, 
2403.0, 0.751152, 0.908046, 0.472222, 0.387097, 0.962963, 0.540984, 0.945455, 0.608696, 0.927273, 
