time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
10.0, 0.994595, 0.967742, 1.000000, 0.983051, 1.000000, 0.986842, 1.000000, 1.000000, 0.970588, 
30.0, 0.989189, 0.967742, 0.989899, 0.983051, 0.989899, 0.986842, 0.987179, 0.985714, 0.970588, 
35.0, 0.989189, 0.967742, 0.989899, 0.983051, 0.989899, 0.986842, 0.987179, 0.985714, 0.970588, 
99.0, 0.983754, 0.967742, 0.989899, 0.966102, 0.989899, 0.986842, 0.987179, 0.985714, 0.970588, 
185.0, 0.978319, 0.935484, 0.989899, 0.949153, 0.989899, 0.973684, 0.987179, 0.985714, 0.941176, 
210.0, 0.972884, 0.903226, 0.989899, 0.932203, 0.989899, 0.960526, 0.987179, 0.985714, 0.911765, 
232.0, 0.962014, 0.870968, 0.989899, 0.898305, 0.989899, 0.934211, 0.987179, 0.985714, 0.882353, 
279.0, 0.956579, 0.838710, 0.989899, 0.881356, 0.989899, 0.921053, 0.987179, 0.985714, 0.852941, 
295.0, 0.951143, 0.806452, 0.989899, 0.881356, 0.989899, 0.907895, 0.987179, 0.985714, 0.823529, 
355.0, 0.945708, 0.806452, 0.979694, 0.881356, 0.979694, 0.894737, 0.987179, 0.985714, 0.823529, 
386.0, 0.940273, 0.774194, 0.979694, 0.864407, 0.979694, 0.881579, 0.987179, 0.985714, 0.823529, 
426.0, 0.934838, 0.741935, 0.979694, 0.847458, 0.979694, 0.868421, 0.987179, 0.985714, 0.794118, 
469.0, 0.929403, 0.741935, 0.979694, 0.830508, 0.979694, 0.868421, 0.987179, 0.985714, 0.794118, 
529.0, 0.923968, 0.709677, 0.979694, 0.813559, 0.979694, 0.855263, 0.987179, 0.985714, 0.764706, 
621.0, 0.918533, 0.677419, 0.979694, 0.796610, 0.979694, 0.842105, 0.987179, 0.985714, 0.735294, 
629.0, 0.913098, 0.645161, 0.979694, 0.779661, 0.979694, 0.828947, 0.987179, 0.985714, 0.705882, 
659.0, 0.907663, 0.612903, 0.979694, 0.762712, 0.979694, 0.815789, 0.987179, 0.985714, 0.676471, 
667.0, 0.902228, 0.580645, 0.979694, 0.745763, 0.979694, 0.802632, 0.987179, 0.985714, 0.647059, 
718.0, 0.896792, 0.580645, 0.979694, 0.745763, 0.979694, 0.789474, 0.987179, 0.985714, 0.647059, 
752.0, 0.891357, 0.580645, 0.979694, 0.728814, 0.979694, 0.776316, 0.987179, 0.985714, 0.647059, 
779.0, 0.885922, 0.548387, 0.979694, 0.711864, 0.979694, 0.763158, 0.987179, 0.985714, 0.617647, 
793.0, 0.880487, 0.516129, 0.979694, 0.694915, 0.979694, 0.750000, 0.987179, 0.985714, 0.588235, 
817.0, 0.875052, 0.516129, 0.969489, 0.694915, 0.969489, 0.750000, 0.987179, 0.985714, 0.588235, 
858.0, 0.869617, 0.516129, 0.969489, 0.694915, 0.969489, 0.750000, 0.974190, 0.985714, 0.588235, 
869.0, 0.864182, 0.516129, 0.969489, 0.677966, 0.969489, 0.750000, 0.961201, 0.985714, 0.588235, 
872.0, 0.858747, 0.516129, 0.959284, 0.677966, 0.959284, 0.750000, 0.961201, 0.985714, 0.588235, 
967.0, 0.853312, 0.483871, 0.959284, 0.661017, 0.959284, 0.736842, 0.961201, 0.985714, 0.558824, 
977.0, 0.847876, 0.483871, 0.949078, 0.661017, 0.949078, 0.723684, 0.961201, 0.971218, 0.558824, 
982.0, 0.842441, 0.451613, 0.949078, 0.644068, 0.949078, 0.710526, 0.961201, 0.971218, 0.529412, 
1041.0, 0.837006, 0.451613, 0.949078, 0.627119, 0.949078, 0.710526, 0.961201, 0.971218, 0.500000, 
1055.0, 0.831571, 0.451613, 0.949078, 0.627119, 0.949078, 0.697368, 0.961201, 0.971218, 0.500000, 
1062.0, 0.826136, 0.451613, 0.949078, 0.610169, 0.949078, 0.697368, 0.961201, 0.971218, 0.500000, 
1075.0, 0.820701, 0.451613, 0.949078, 0.593220, 0.949078, 0.684211, 0.961201, 0.971218, 0.500000, 
1156.0, 0.815266, 0.451613, 0.938873, 0.593220, 0.938873, 0.671053, 0.961201, 0.956723, 0.500000, 
1228.0, 0.809831, 0.451613, 0.938873, 0.576271, 0.938873, 0.657895, 0.961201, 0.956723, 0.500000, 
1252.0, 0.804396, 0.419355, 0.938873, 0.559322, 0.938873, 0.644737, 0.961201, 0.956723, 0.500000, 
1312.0, 0.798960, 0.387097, 0.938873, 0.542373, 0.938873, 0.631579, 0.961201, 0.956723, 0.470588, 
1427.0, 0.793525, 0.387097, 0.928668, 0.542373, 0.928668, 0.631579, 0.961201, 0.956723, 0.470588, 
1435.0, 0.788090, 0.387097, 0.928668, 0.525424, 0.928668, 0.631579, 0.948212, 0.956723, 0.470588, 
1499.0, 0.788090, 0.387097, 0.928668, 0.525424, 0.928668, 0.631579, 0.948212, 0.956723, 0.470588, 
1506.0, 0.782617, 0.354839, 0.928668, 0.525424, 0.928668, 0.618421, 0.948212, 0.956723, 0.441176, 
1508.0, 0.782617, 0.354839, 0.928668, 0.525424, 0.928668, 0.618421, 0.948212, 0.956723, 0.441176, 
1510.0, 0.782617, 0.354839, 0.928668, 0.525424, 0.928668, 0.618421, 0.948212, 0.956723, 0.441176, 
1512.0, 0.782617, 0.354839, 0.928668, 0.525424, 0.928668, 0.618421, 0.948212, 0.956723, 0.441176, 
1516.0, 0.777027, 0.354839, 0.928668, 0.507910, 0.928668, 0.604977, 0.948212, 0.956723, 0.441176, 
1525.0, 0.771437, 0.354839, 0.928668, 0.507910, 0.928668, 0.591533, 0.948212, 0.956723, 0.441176, 
1542.0, 0.771437, 0.354839, 0.928668, 0.507910, 0.928668, 0.591533, 0.948212, 0.956723, 0.441176, 
1548.0, 0.765806, 0.354839, 0.918115, 0.507910, 0.918115, 0.591533, 0.935223, 0.942227, 0.441176, 
1557.0, 0.765806, 0.354839, 0.918115, 0.507910, 0.918115, 0.591533, 0.935223, 0.942227, 0.441176, 
1560.0, 0.760134, 0.354839, 0.907439, 0.507910, 0.907439, 0.591533, 0.922051, 0.942227, 0.441176, 
1563.0, 0.760134, 0.354839, 0.907439, 0.507910, 0.907439, 0.591533, 0.922051, 0.942227, 0.441176, 
1584.0, 0.754418, 0.354839, 0.896636, 0.507910, 0.896636, 0.591533, 0.908687, 0.927271, 0.441176, 
1605.0, 0.754418, 0.354839, 0.896636, 0.507910, 0.896636, 0.591533, 0.908687, 0.927271, 0.441176, 
1621.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1627.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1634.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1641.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1648.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1652.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1654.0, 0.748659, 0.319355, 0.896636, 0.490395, 0.896636, 0.578089, 0.908687, 0.927271, 0.409664, 
1667.0, 0.742523, 0.283871, 0.896636, 0.472881, 0.896636, 0.564645, 0.908687, 0.927271, 0.378151, 
1678.0, 0.742523, 0.283871, 0.896636, 0.472881, 0.896636, 0.564645, 0.908687, 0.927271, 0.378151, 
1685.0, 0.742523, 0.283871, 0.896636, 0.472881, 0.896636, 0.564645, 0.908687, 0.927271, 0.378151, 
1690.0, 0.736283, 0.283871, 0.896636, 0.472881, 0.896636, 0.564645, 0.908687, 0.927271, 0.378151, 
1710.0, 0.736283, 0.283871, 0.896636, 0.472881, 0.896636, 0.564645, 0.908687, 0.927271, 0.378151, 
1726.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1779.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1787.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1793.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1804.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1812.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1836.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1839.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1854.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1856.0, 0.729936, 0.283871, 0.884008, 0.472881, 0.884008, 0.551201, 0.908687, 0.909439, 0.378151, 
1860.0, 0.722917, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1864.0, 0.722917, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1919.0, 0.722917, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1920.0, 0.722917, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1927.0, 0.722917, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1933.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1942.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1956.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1958.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
1963.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2005.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2007.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2011.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2024.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2028.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2038.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2056.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2059.0, 0.715615, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
2061.0, 0.707294, 0.248387, 0.884008, 0.472881, 0.884008, 0.535890, 0.908687, 0.909439, 0.346639, 
