id,distance,n_actions
0,0.026316,2
1,0.095238,2
2,0.025264,3
3,0.012525,3
4,0.080087,3
5,0.005013,1
6,0.036797,2
7,0.067441,3
8,0.052632,2
9,0.054113,2
10,0.031328,2
11,0.056277,2
12,0.056277,2
13,0.045455,2
14,0.069264,2
15,0.047619,1
16,0.097744,3
17,0.054454,3
18,0.095238,2
19,0.060606,2
20,0.064935,2
21,0.032468,2
22,0.071429,2
23,0.095238,2
24,0.051948,2
25,0.091251,4
26,0.080087,3
27,0.095238,2
28,0.005013,1
29,0.047619,1
30,0.056277,2
31,0.125541,3
32,0.031169,2
33,0.095238,2
34,0.012987,1
35,0.002506,1
36,0.013885,3
37,0.028822,2
38,0.023810,1
39,0.071429,2
40,0.023810,1
41,0.051948,2
42,0.036797,2
43,0.036549,3
44,0.095238,2
45,0.012987,1
46,0.042239,3
47,0.005013,1
48,0.060606,2
49,0.028822,2
50,0.069264,2
51,0.040878,3
52,0.008658,1
53,0.028822,2
54,0.005013,1
55,0.047619,1
56,0.002506,1
57,0.002506,1
58,0.095238,2
59,0.047619,1
60,0.056277,2
61,0.069264,2
62,0.060606,2
63,0.028822,2
64,0.050125,2
65,0.047619,1
66,0.060606,2
67,0.035498,2
68,0.069264,2
69,0.008658,1
70,0.028822,2
71,0.056277,2
72,0.051948,2
73,0.036797,2
74,0.010019,2
75,0.065619,3
76,0.095238,2
77,0.034821,3
78,0.095238,2
79,0.095238,2
80,0.020935,3
81,0.084416,3
82,0.101732,3
83,0.095238,2
84,0.012987,1
85,0.095238,2
86,0.011164,2
