id,left,right
0,20,20
1,658,20
2,624,20
3,74,21
4,104,20
5,60,35
6,92,22
7,252,20
8,252,20
9,91,20
10,570,20
11,52,21
12,174,31
13,768,21
14,238,22
15,54,20
16,570,20
17,101,21
18,189,35
19,158,20
20,129,20
21,124,21
22,233,25
23,72,20
24,78,35
25,189,35
26,17,35
27,129,20
28,182,22
29,116,20
30,54,20
31,182,22
32,54,20
33,199,22
34,49,20
35,201,20
36,570,20
37,570,20
38,658,20
39,201,20
40,658,20
41,570,20
42,158,20
43,624,20
44,53,20
45,93,20
46,72,22
47,521,23
48,570,20
49,570,20
50,564,22
51,21,21
52,422,21
53,31,21
54,283,22
55,238,22
56,287,20
57,77,20
58,252,20
59,101,21
60,121,24
61,570,20
62,507,21
63,658,20
64,83,28
65,49,20
66,768,21
67,624,20
68,201,20
69,17,35
70,570,20
71,121,24
72,77,20
73,582,24
74,658,20
75,199,22
76,199,22
77,507,21
78,182,22
79,521,23
80,49,20
81,507,21
82,570,20
83,201,20
84,507,21
85,252,20
86,283,22
87,22,20
