id,p
0,0.003356
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.571588
6,0.000003
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.052853
18,0.000017
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.003356
27,0.000000
28,0.135814
29,0.000000
30,0.000031
31,0.000000
32,0.000490
33,0.000000
34,0.000000
35,0.002675
36,0.000000
37,0.000000
38,0.000000
39,0.135814
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000490
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000001
56,0.000000
57,0.017835
58,0.000000
59,0.000000
60,0.000000
61,0.000001
62,0.000000
63,0.000012
64,0.000000
65,0.000000
66,0.000000
67,0.073551
68,0.000000
69,0.000000
70,0.000000
71,0.000000
72,0.002675
73,0.017835
74,0.135814
75,0.000000
76,0.000000
77,0.002675
78,0.000000
79,0.000000
80,0.026026
81,0.000000
82,0.000055
83,0.000000
84,0.000000
85,0.052853
86,1.000000
87,0.000000
