time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, 
8.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
15.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
17.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
18.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
29.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
42.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
46.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
57.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
63.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
65.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
67.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
72.0, 0.998350, 0.986111, 1.000000, 0.990654, 1.000000, 0.992754, 1.000000, 1.000000, 1.000000, 0.994898, 1.000000, 0.994012, 1.000000, 0.996139, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995614, 1.000000, 1.000000, 0.966667, 1.000000, 1.000000, 
98.0, 0.996700, 0.986111, 1.000000, 0.981308, 1.000000, 0.985507, 1.000000, 0.993421, 1.000000, 0.989796, 1.000000, 0.988024, 1.000000, 0.992278, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991228, 1.000000, 1.000000, 0.966667, 1.000000, 0.982143, 
113.0, 0.995050, 0.986111, 1.000000, 0.971963, 1.000000, 0.978261, 1.000000, 0.986842, 1.000000, 0.984694, 1.000000, 0.982036, 1.000000, 0.988417, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991228, 1.000000, 1.000000, 0.966667, 1.000000, 0.982143, 
114.0, 0.995050, 0.986111, 1.000000, 0.971963, 1.000000, 0.978261, 1.000000, 0.986842, 1.000000, 0.984694, 1.000000, 0.982036, 1.000000, 0.988417, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991228, 1.000000, 1.000000, 0.966667, 1.000000, 0.982143, 
120.0, 0.993397, 0.986111, 1.000000, 0.962617, 1.000000, 0.971014, 1.000000, 0.980263, 1.000000, 0.979592, 1.000000, 0.976011, 1.000000, 0.984541, 1.000000, 0.991453, 1.000000, 0.991379, 1.000000, 0.994949, 1.000000, 0.986842, 1.000000, 1.000000, 0.966667, 1.000000, 0.964286, 
148.0, 0.993397, 0.986111, 1.000000, 0.962617, 1.000000, 0.971014, 1.000000, 0.980263, 1.000000, 0.979592, 1.000000, 0.976011, 1.000000, 0.984541, 1.000000, 0.991453, 1.000000, 0.991379, 1.000000, 0.994949, 1.000000, 0.986842, 1.000000, 1.000000, 0.966667, 1.000000, 0.964286, 
160.0, 0.991741, 0.986111, 1.000000, 0.953271, 1.000000, 0.963768, 1.000000, 0.973684, 1.000000, 0.974490, 1.000000, 0.969986, 1.000000, 0.980665, 1.000000, 0.982906, 1.000000, 0.982759, 1.000000, 0.989899, 1.000000, 0.982456, 1.000000, 1.000000, 0.966667, 1.000000, 0.946429, 
168.0, 0.991741, 0.986111, 1.000000, 0.953271, 1.000000, 0.963768, 1.000000, 0.973684, 1.000000, 0.974490, 1.000000, 0.969986, 1.000000, 0.980665, 1.000000, 0.982906, 1.000000, 0.982759, 1.000000, 0.989899, 1.000000, 0.982456, 1.000000, 1.000000, 0.966667, 1.000000, 0.946429, 
169.0, 0.990083, 0.972222, 1.000000, 0.943925, 1.000000, 0.956522, 1.000000, 0.967105, 1.000000, 0.969388, 1.000000, 0.963962, 1.000000, 0.976789, 1.000000, 0.982906, 1.000000, 0.982759, 1.000000, 0.989899, 1.000000, 0.978051, 1.000000, 1.000000, 0.966667, 1.000000, 0.946429, 
173.0, 0.988424, 0.972222, 1.000000, 0.943925, 1.000000, 0.949275, 1.000000, 0.960526, 1.000000, 0.964286, 1.000000, 0.963962, 1.000000, 0.972912, 1.000000, 0.982906, 1.000000, 0.982759, 1.000000, 0.989899, 1.000000, 0.978051, 1.000000, 1.000000, 0.966667, 1.000000, 0.946429, 
175.0, 0.986766, 0.958333, 1.000000, 0.934579, 1.000000, 0.942029, 1.000000, 0.953947, 1.000000, 0.959184, 1.000000, 0.957937, 1.000000, 0.969036, 1.000000, 0.974284, 1.000000, 0.974062, 1.000000, 0.984823, 1.000000, 0.973645, 1.000000, 1.000000, 0.966667, 1.000000, 0.946429, 
177.0, 0.983449, 0.944444, 1.000000, 0.925234, 1.000000, 0.934783, 1.000000, 0.947368, 1.000000, 0.948980, 1.000000, 0.951912, 1.000000, 0.961284, 1.000000, 0.965662, 0.994152, 0.965365, 0.994152, 0.979746, 0.994083, 0.969239, 0.994083, 0.996169, 0.966667, 1.000000, 0.946429, 
