id,distance,n_actions
0,0.047619,1
1,0.047619,1
2,0.078231,3
3,0.047619,1
4,0.050340,2
5,0.050125,2
6,0.054422,2
7,0.047619,1
8,0.047619,1
9,0.047619,1
10,0.011905,1
11,0.047619,1
12,0.005013,1
13,0.035714,2
14,0.047619,1
15,0.047619,1
16,0.055782,2
17,0.053061,2
18,0.047619,1
19,0.047619,1
20,0.047619,1
21,0.052632,2
22,0.047619,1
23,0.005013,1
24,0.055782,2
25,0.047619,1
26,0.047619,1
27,0.047619,1
28,0.047619,1
29,0.052632,2
30,0.011905,1
31,0.051701,2
32,0.053061,2
33,0.039683,2
34,0.050125,2
35,0.047619,1
36,0.047619,1
37,0.050125,2
38,0.047619,1
39,0.053061,2
40,0.052632,2
41,0.052632,2
42,0.052632,2
43,0.052632,2
44,0.047619,1
45,0.047619,1
46,0.047619,1
47,0.047619,1
48,0.055782,2
49,0.047619,1
50,0.067460,2
51,0.054422,2
52,0.050125,2
53,0.047619,1
54,0.005013,1
55,0.002506,1
56,0.047619,1
57,0.047619,1
58,0.047619,1
59,0.053061,2
60,0.047619,1
61,0.047619,1
62,0.047619,1
63,0.047619,1
64,0.047619,1
65,0.047619,1
66,0.082313,3
67,0.047619,1
68,0.057143,2
69,0.047619,1
70,0.023810,1
71,0.047619,1
72,0.047619,1
73,0.047619,1
74,0.047619,1
75,0.076871,3
76,0.054422,2
77,0.047619,1
78,0.054422,2
79,0.005013,1
80,0.047619,1
81,0.047619,1
82,0.047619,1
83,0.055782,2
84,0.047619,1
85,0.055782,2
86,0.052632,2
87,0.003968,1
