id,p
0,0.160675
1,0.018674
2,0.000046
3,0.526911
4,0.000019
5,0.000186
6,0.000000
7,0.160675
8,0.526911
9,0.526911
10,0.075954
11,0.526911
12,0.088931
13,0.032547
14,0.526911
15,0.526911
16,0.000000
17,0.000002
18,0.526911
19,0.526911
20,0.526911
21,0.000019
22,0.526911
23,0.054757
24,0.000001
25,0.526911
26,0.526911
27,0.526911
28,0.526911
29,0.003572
30,0.088931
31,0.000010
32,0.000001
33,0.004453
34,0.000004
35,0.526911
36,0.526911
37,0.000004
38,0.526911
39,0.000001
40,0.000034
41,0.000061
42,0.000108
43,0.000014
44,0.526911
45,0.526911
46,0.526911
47,0.160675
48,0.000000
49,0.526911
50,0.004453
51,0.000001
52,0.000142
53,0.160675
54,0.088931
55,0.088931
56,0.526911
57,0.526911
58,0.526911
59,0.000002
60,0.526911
61,0.160675
62,0.160675
63,0.526911
64,0.160675
65,0.160675
66,0.000008
67,0.160675
68,0.000000
69,0.160675
70,0.022562
71,0.526911
72,0.526911
73,0.160675
74,0.526911
75,0.000002
76,0.000000
77,0.526911
78,0.000000
79,0.088931
80,0.526911
81,0.526911
82,0.526911
83,0.000000
84,0.160675
85,0.000000
86,0.000034
87,0.526911
