time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
18.0, 0.991031, 0.967742, 0.989899, 0.983607, 0.991304, 0.986486, 1.000000, 0.989362, 0.992366, 1.000000, 0.976190, 0.987342, 0.970588, 1.000000, 0.976744, 
19.0, 0.986547, 0.967742, 0.989899, 0.983607, 0.982609, 0.972973, 1.000000, 0.978723, 0.992366, 1.000000, 0.976190, 0.987342, 0.970588, 1.000000, 0.976744, 
20.0, 0.982063, 0.967742, 0.989899, 0.983607, 0.982609, 0.972973, 1.000000, 0.978723, 0.984733, 1.000000, 0.976190, 0.987342, 0.970588, 0.987654, 0.976744, 
22.0, 0.977578, 0.967742, 0.989899, 0.983607, 0.982609, 0.972973, 1.000000, 0.978723, 0.977099, 1.000000, 0.976190, 0.974684, 0.970588, 0.975309, 0.976744, 
23.0, 0.973094, 0.967742, 0.979798, 0.983607, 0.973913, 0.959459, 1.000000, 0.968085, 0.977099, 1.000000, 0.952381, 0.974684, 0.941176, 0.975309, 0.953488, 
27.0, 0.964126, 0.903226, 0.979798, 0.950820, 0.973913, 0.932432, 1.000000, 0.968085, 0.961832, 1.000000, 0.904762, 0.974684, 0.882353, 0.975309, 0.953488, 
28.0, 0.955157, 0.903226, 0.969697, 0.950820, 0.965217, 0.932432, 1.000000, 0.957447, 0.954198, 1.000000, 0.904762, 0.962025, 0.882353, 0.962963, 0.930233, 
33.0, 0.946188, 0.903226, 0.969697, 0.934426, 0.965217, 0.932432, 1.000000, 0.946809, 0.946565, 1.000000, 0.904762, 0.962025, 0.882353, 0.950617, 0.906977, 
36.0, 0.937220, 0.870968, 0.969697, 0.918033, 0.965217, 0.918919, 1.000000, 0.936170, 0.938931, 1.000000, 0.880952, 0.962025, 0.852941, 0.938272, 0.883721, 
38.0, 0.932735, 0.838710, 0.969697, 0.901639, 0.965217, 0.905405, 1.000000, 0.925532, 0.938931, 1.000000, 0.857143, 0.962025, 0.823529, 0.938272, 0.860465, 
41.0, 0.928251, 0.806452, 0.969697, 0.885246, 0.965217, 0.891892, 1.000000, 0.914894, 0.938931, 1.000000, 0.857143, 0.962025, 0.823529, 0.938272, 0.860465, 
46.0, 0.923767, 0.774194, 0.969697, 0.868852, 0.965217, 0.878378, 1.000000, 0.904255, 0.938931, 1.000000, 0.833333, 0.962025, 0.794118, 0.938272, 0.837209, 
47.0, 0.919283, 0.774194, 0.969697, 0.868852, 0.965217, 0.878378, 1.000000, 0.904255, 0.931298, 1.000000, 0.833333, 0.962025, 0.794118, 0.925926, 0.837209, 
50.0, 0.910314, 0.774194, 0.959596, 0.868852, 0.956522, 0.878378, 1.000000, 0.893617, 0.923664, 1.000000, 0.833333, 0.962025, 0.794118, 0.925926, 0.813953, 
53.0, 0.905830, 0.774194, 0.949495, 0.868852, 0.947826, 0.878378, 1.000000, 0.882979, 0.923664, 1.000000, 0.833333, 0.962025, 0.794118, 0.925926, 0.790698, 
55.0, 0.901345, 0.741935, 0.949495, 0.852459, 0.947826, 0.864865, 1.000000, 0.872340, 0.923664, 1.000000, 0.833333, 0.962025, 0.794118, 0.925926, 0.790698, 
58.0, 0.896861, 0.741935, 0.949495, 0.852459, 0.947826, 0.864865, 1.000000, 0.872340, 0.916031, 1.000000, 0.833333, 0.962025, 0.794118, 0.925926, 0.790698, 
59.0, 0.892377, 0.741935, 0.949495, 0.852459, 0.947826, 0.864865, 1.000000, 0.872340, 0.908397, 1.000000, 0.833333, 0.949367, 0.794118, 0.913580, 0.790698, 
61.0, 0.887892, 0.741935, 0.939394, 0.852459, 0.939130, 0.851351, 1.000000, 0.861702, 0.908397, 1.000000, 0.833333, 0.949367, 0.794118, 0.913580, 0.790698, 
62.0, 0.874439, 0.677419, 0.929293, 0.819672, 0.930435, 0.824324, 1.000000, 0.840426, 0.900763, 1.000000, 0.809524, 0.949367, 0.794118, 0.913580, 0.767442, 
64.0, 0.865471, 0.645161, 0.929293, 0.803279, 0.921739, 0.797297, 1.000000, 0.819149, 0.900763, 1.000000, 0.761905, 0.949367, 0.735294, 0.913580, 0.767442, 
65.0, 0.860987, 0.645161, 0.919192, 0.803279, 0.913043, 0.797297, 1.000000, 0.808511, 0.900763, 1.000000, 0.761905, 0.936709, 0.735294, 0.913580, 0.744186, 
68.0, 0.856502, 0.645161, 0.919192, 0.803279, 0.913043, 0.797297, 1.000000, 0.797872, 0.900763, 0.973684, 0.761905, 0.924051, 0.735294, 0.913580, 0.720930, 
