attribute,value
BECK,"(-inf, 11.5>"
BECK,"(11.5, 12.0>"
BECK,"(12.0, 15.5>"
BECK,"(15.5, 36.375>"
BECK,"(36.375, 37.0>"
BECK,"(37.0, 39.5>"
BECK,"(39.5, 40.5>"
BECK,"(40.5, 44.0>"
BECK,"(44.0, 45.9>"
BECK,"(45.9, 46.0>"
BECK,"(46.0, 48.5>"
BECK,"(48.5, inf)"
RACE,"(-inf, 0.5>"
RACE,"(0.5, inf)"
FRAC,"(-inf, 0.2805555>"
FRAC,"(0.2805555, 0.3444445>"
FRAC,"(0.3444445, 0.347222>"
FRAC,"(0.347222, 0.397222>"
FRAC,"(0.397222, 0.4611115>"
FRAC,"(0.4611115, 0.6194445>"
FRAC,"(0.6194445, 0.675>"
FRAC,"(0.675, 0.7416665>"
FRAC,"(0.7416665, 0.7694445>"
FRAC,"(0.7694445, 0.7944445>"
FRAC,"(0.7944445, 0.8083335>"
FRAC,"(0.8083335, inf)"
AGE,"(-inf, 21.5>"
AGE,"(21.5, 22.5>"
AGE,"(22.5, 40.5>"
AGE,"(40.5, 45.5>"
AGE,"(45.5, 47.0>"
AGE,"(47.0, 52.5>"
AGE,"(52.5, inf)"
ND2,"(-inf, -1.118835>"
ND2,"(-1.118835, 0.361679>"
ND2,"(0.361679, inf)"
