id,distance,n_actions
0,0.051227,2
1,0.055556,2
2,0.053391,2
3,0.029582,2
4,0.004329,1
5,0.049062,2
6,0.005772,1
7,0.015873,1
8,0.123377,4
9,0.002886,1
10,0.061328,2
11,0.036797,2
12,0.054454,3
13,0.059524,2
14,0.053391,2
15,0.032468,2
16,0.028139,2
17,0.059524,2
18,0.014430,1
19,0.050505,2
20,0.007215,1
21,0.038581,2
22,0.055556,2
23,0.017316,1
24,0.111111,3
25,0.042929,3
26,0.063492,2
27,0.059524,2
28,0.005772,1
29,0.075378,3
30,0.058404,3
31,0.041126,2
32,0.059524,2
33,0.005772,1
34,0.059524,2
35,0.029582,2
36,0.002886,1
37,0.071429,2
38,0.029582,2
39,0.029582,2
40,0.019841,1
41,0.063492,2
42,0.099567,3
43,0.063492,2
44,0.063492,2
45,0.045455,2
46,0.055556,2
47,0.017316,1
48,0.057720,2
49,0.008658,1
50,0.005772,1
51,0.010101,1
52,0.055556,2
53,0.054834,2
54,0.010101,1
55,0.017316,1
56,0.056277,2
57,0.071429,2
58,0.005392,2
59,0.059524,2
60,0.008658,1
61,0.067460,2
62,0.047619,1
63,0.047619,1
64,0.029582,2
65,0.049784,2
66,0.023088,1
67,0.054113,2
68,0.015873,1
69,0.007215,1
70,0.035354,2
71,0.020202,1
72,0.064935,2
73,0.061669,3
74,0.067460,2
75,0.015873,1
76,0.011905,1
77,0.011544,1
78,0.068543,2
79,0.012987,1
80,0.073935,3
81,0.078264,3
82,0.055556,2
83,0.002886,1
84,0.055897,3
85,0.047619,1
86,0.004329,1
87,0.019841,1
