id,left,right
0,68,26
1,63,20
2,47,25
3,250,26
4,14,26
5,240,27
6,21,20
7,240,27
8,250,26
9,250,26
10,21,20
11,78,22
12,17,25
13,240,27
14,35,20
15,17,25
16,68,26
17,27,26
18,35,20
19,26,27
20,28,26
21,8,23
22,60,22
23,29,26
24,21,20
25,333,74
26,47,26
27,78,22
28,240,22
29,68,26
30,250,26
31,240,22
32,22,27
33,333,74
34,78,22
35,21,20
36,240,27
37,240,27
38,8,23
39,333,34
40,78,22
41,20,20
42,5,22
43,250,26
44,21,20
45,333,74
46,30,26
47,22,27
48,29,26
49,333,74
50,21,20
51,333,74
52,250,26
53,333,74
54,52,34
55,250,26
56,15,26
57,5,22
58,93,27
59,31,34
60,21,20
61,250,26
62,47,25
63,333,74
64,31,34
65,333,34
66,27,25
67,25,27
68,240,27
69,17,22
70,17,27
71,250,26
72,30,34
73,35,26
74,47,25
75,17,25
76,17,27
77,29,26
78,78,22
79,333,34
80,47,26
81,29,26
82,250,26
83,29,26
84,333,74
85,240,27
