time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.984444, 0.902439, 1.000000, 0.942029, 0.994350, 0.976190, 1.000000, 0.970149, 0.990099, 0.966942, 1.000000, 0.978610, 0.994318, 0.994536, 0.927273, 0.985915, 0.928571, 
2.0, 0.966667, 0.853659, 1.000000, 0.913043, 0.994350, 0.952381, 1.000000, 0.955224, 0.985149, 0.917355, 1.000000, 0.941176, 0.994318, 0.989071, 0.890909, 0.981221, 0.892857, 
3.0, 0.960000, 0.804878, 1.000000, 0.884058, 0.994350, 0.928571, 1.000000, 0.932836, 0.985149, 0.892562, 1.000000, 0.925134, 0.994318, 0.989071, 0.854545, 0.981221, 0.857143, 
4.0, 0.955556, 0.780488, 1.000000, 0.869565, 0.994350, 0.928571, 1.000000, 0.925373, 0.985149, 0.892562, 1.000000, 0.919786, 0.994318, 0.989071, 0.836364, 0.981221, 0.839286, 
5.0, 0.951111, 0.780488, 1.000000, 0.869565, 0.994350, 0.928571, 1.000000, 0.917910, 0.985149, 0.876033, 1.000000, 0.909091, 0.994318, 0.989071, 0.836364, 0.981221, 0.839286, 
6.0, 0.940000, 0.731707, 1.000000, 0.840580, 0.988701, 0.904762, 1.000000, 0.895522, 0.980198, 0.842975, 1.000000, 0.887701, 0.988636, 0.989071, 0.800000, 0.976526, 0.803571, 
7.0, 0.928889, 0.707317, 1.000000, 0.811594, 0.983051, 0.869048, 1.000000, 0.873134, 0.975248, 0.826446, 1.000000, 0.866310, 0.988636, 0.989071, 0.781818, 0.971831, 0.785714, 
10.0, 0.922222, 0.707317, 1.000000, 0.811594, 0.983051, 0.857143, 1.000000, 0.865672, 0.975248, 0.801653, 1.000000, 0.850267, 0.988636, 0.989071, 0.781818, 0.971831, 0.785714, 
11.0, 0.913333, 0.658537, 1.000000, 0.782609, 0.983051, 0.821429, 1.000000, 0.843284, 0.975248, 0.776860, 1.000000, 0.834225, 0.988636, 0.989071, 0.745455, 0.967136, 0.750000, 
14.0, 0.908889, 0.634146, 1.000000, 0.753623, 0.983051, 0.797619, 1.000000, 0.828358, 0.975248, 0.760331, 1.000000, 0.823529, 0.988636, 0.989071, 0.709091, 0.967136, 0.714286, 
16.0, 0.906667, 0.609756, 1.000000, 0.739130, 0.983051, 0.785714, 1.000000, 0.820896, 0.975248, 0.752066, 1.000000, 0.818182, 0.988636, 0.989071, 0.690909, 0.967136, 0.696429, 
17.0, 0.904444, 0.609756, 0.993333, 0.739130, 0.977401, 0.785714, 0.993711, 0.820896, 0.970297, 0.752066, 0.993506, 0.818182, 0.982955, 0.989071, 0.690909, 0.962441, 0.696429, 
18.0, 0.897778, 0.609756, 0.986667, 0.724638, 0.966102, 0.773810, 0.987421, 0.813433, 0.960396, 0.752066, 0.987013, 0.812834, 0.971591, 0.983607, 0.690909, 0.953052, 0.696429, 
19.0, 0.891111, 0.536585, 0.986667, 0.695652, 0.966102, 0.738095, 0.987421, 0.791045, 0.960396, 0.727273, 0.987013, 0.796791, 0.971591, 0.983607, 0.636364, 0.953052, 0.660714, 
20.0, 0.886667, 0.512195, 0.986667, 0.681159, 0.960452, 0.726190, 0.987421, 0.783582, 0.955446, 0.719008, 0.987013, 0.791444, 0.965909, 0.983607, 0.618182, 0.948357, 0.642857, 
22.0, 0.882222, 0.487805, 0.986667, 0.666667, 0.960452, 0.714286, 0.987421, 0.776119, 0.955446, 0.710744, 0.987013, 0.786096, 0.965909, 0.983607, 0.600000, 0.948357, 0.625000, 
26.0, 0.880000, 0.487805, 0.986667, 0.666667, 0.960452, 0.702381, 0.987421, 0.768657, 0.955446, 0.702479, 0.987013, 0.780749, 0.965909, 0.983607, 0.600000, 0.948357, 0.625000, 
31.0, 0.877778, 0.487805, 0.986667, 0.652174, 0.960452, 0.702381, 0.987421, 0.761194, 0.955446, 0.702479, 0.987013, 0.775401, 0.965909, 0.983607, 0.581818, 0.948357, 0.607143, 
32.0, 0.873333, 0.487805, 0.986667, 0.652174, 0.954802, 0.702381, 0.987421, 0.761194, 0.945545, 0.702479, 0.987013, 0.775401, 0.960227, 0.978142, 0.581818, 0.943662, 0.607143, 
33.0, 0.868889, 0.463415, 0.986667, 0.623188, 0.954802, 0.678571, 0.987421, 0.746269, 0.945545, 0.685950, 0.987013, 0.764706, 0.960227, 0.978142, 0.545455, 0.943662, 0.571429, 
34.0, 0.866667, 0.463415, 0.986667, 0.608696, 0.954802, 0.666667, 0.987421, 0.738806, 0.945545, 0.677686, 0.987013, 0.759358, 0.960227, 0.978142, 0.545455, 0.943662, 0.571429, 
42.0, 0.864444, 0.463415, 0.986667, 0.608696, 0.954802, 0.666667, 0.987421, 0.738806, 0.945545, 0.669421, 0.987013, 0.754011, 0.960227, 0.978142, 0.545455, 0.943662, 0.571429, 
46.0, 0.862222, 0.463415, 0.986667, 0.608696, 0.954802, 0.666667, 0.987421, 0.738806, 0.945545, 0.669421, 0.987013, 0.754011, 0.960227, 0.978142, 0.545455, 0.938967, 0.571429, 
49.0, 0.860000, 0.463415, 0.986667, 0.594203, 0.954802, 0.654762, 0.987421, 0.731343, 0.945545, 0.661157, 0.987013, 0.748663, 0.960227, 0.978142, 0.545455, 0.938967, 0.571429, 
52.0, 0.857778, 0.463415, 0.986667, 0.579710, 0.954802, 0.654762, 0.987421, 0.723881, 0.945545, 0.652893, 0.987013, 0.743316, 0.960227, 0.978142, 0.545455, 0.938967, 0.553571, 
