id,left,right
0,15,25
1,71,34
2,130,32
3,54,39
4,39,39
5,9,32
6,10,32
7,130,32
8,69,25
9,47,32
10,95,34
11,47,32
12,164,39
13,69,32
14,164,39
15,164,39
16,164,39
17,95,34
18,1,32
19,171,34
20,69,32
21,164,39
22,69,32
23,130,32
24,54,39
25,47,25
26,47,32
27,47,32
28,197,39
29,50,39
30,36,39
31,69,32
32,130,32
33,69,32
34,4,39
35,197,39
36,164,39
37,61,25
38,47,25
39,50,39
40,69,32
41,47,32
42,27,39
43,50,39
44,164,39
45,197,39
46,239,39
47,164,39
48,130,32
49,69,32
50,34,25
51,130,32
52,164,39
53,0,32
54,164,39
55,130,25
56,164,39
57,130,32
58,54,39
59,164,39
60,197,39
61,50,39
62,164,39
63,197,39
64,197,39
65,80,39
66,164,39
67,197,39
68,65,34
