id,left,right
0,8,20
1,43,31
2,69,31
3,7,31
4,35,31
5,0,31
6,2,20
7,6,20
8,143,28
9,2,20
10,0,31
11,43,31
12,7,31
13,17,31
14,9,20
15,5,31
16,3,20
17,17,31
18,5,20
19,2,31
20,35,31
21,1,20
22,8,20
23,14,31
24,22,31
25,0,20
26,1,20
27,143,28
28,81,63
29,69,31
30,8,20
31,0,31
32,2,20
33,11,20
34,3,20
35,69,31
36,3,31
37,69,31
38,10,20
39,82,28
40,1,20
41,2,20
42,69,31
43,7,20
44,16,31
45,5,31
46,0,20
47,4,20
48,17,31
49,12,20
50,6,31
51,7,31
52,18,20
53,14,31
54,7,31
55,6,31
56,3,20
57,13,20
58,2,31
59,5,20
60,2,20
61,5,31
62,2,20
63,8,20
64,2,20
65,7,20
66,3,31
67,11,20
68,2,20
