time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.998066, 1.000000, 1.000000, 1.000000, 1.000000, 0.989130, 1.000000, 1.000000, 1.000000, 0.994220, 1.000000, 0.993151, 1.000000, 0.995798, 1.000000, 1.000000, 0.972222, 
6.0, 0.994197, 1.000000, 1.000000, 1.000000, 1.000000, 0.989130, 1.000000, 1.000000, 1.000000, 0.994220, 1.000000, 0.979452, 1.000000, 0.987395, 1.000000, 1.000000, 0.972222, 
7.0, 0.988395, 0.950000, 1.000000, 0.974026, 1.000000, 0.956522, 1.000000, 0.973214, 1.000000, 0.976879, 1.000000, 0.958904, 1.000000, 0.974790, 1.000000, 1.000000, 0.916667, 
8.0, 0.986460, 0.950000, 1.000000, 0.974026, 1.000000, 0.956522, 1.000000, 0.973214, 1.000000, 0.971098, 1.000000, 0.952055, 1.000000, 0.970588, 1.000000, 1.000000, 0.888889, 
9.0, 0.984526, 0.950000, 1.000000, 0.974026, 1.000000, 0.945652, 1.000000, 0.973214, 1.000000, 0.965318, 1.000000, 0.945205, 1.000000, 0.966387, 1.000000, 1.000000, 0.861111, 
10.0, 0.978723, 0.925000, 1.000000, 0.948052, 1.000000, 0.923913, 1.000000, 0.955357, 1.000000, 0.947977, 1.000000, 0.924658, 1.000000, 0.953782, 1.000000, 1.000000, 0.777778, 
11.0, 0.976789, 0.900000, 1.000000, 0.935065, 1.000000, 0.913043, 1.000000, 0.946429, 1.000000, 0.942197, 1.000000, 0.917808, 1.000000, 0.949580, 1.000000, 1.000000, 0.750000, 
12.0, 0.972921, 0.900000, 1.000000, 0.935065, 1.000000, 0.891304, 1.000000, 0.928571, 1.000000, 0.930636, 1.000000, 0.904110, 1.000000, 0.941176, 1.000000, 1.000000, 0.694444, 
14.0, 0.965184, 0.825000, 1.000000, 0.896104, 1.000000, 0.858696, 1.000000, 0.919643, 1.000000, 0.913295, 1.000000, 0.876712, 1.000000, 0.924370, 1.000000, 1.000000, 0.611111, 
15.0, 0.963250, 0.825000, 1.000000, 0.896104, 1.000000, 0.858696, 1.000000, 0.919643, 1.000000, 0.913295, 1.000000, 0.869863, 1.000000, 0.920168, 1.000000, 1.000000, 0.583333, 
18.0, 0.961315, 0.800000, 1.000000, 0.883117, 1.000000, 0.847826, 1.000000, 0.910714, 1.000000, 0.907514, 1.000000, 0.863014, 1.000000, 0.915966, 1.000000, 1.000000, 0.583333, 
19.0, 0.959381, 0.800000, 1.000000, 0.870130, 1.000000, 0.836957, 1.000000, 0.901786, 1.000000, 0.907514, 1.000000, 0.856164, 1.000000, 0.911765, 1.000000, 1.000000, 0.555556, 
20.0, 0.957447, 0.800000, 1.000000, 0.870130, 1.000000, 0.826087, 1.000000, 0.901786, 1.000000, 0.901734, 1.000000, 0.849315, 1.000000, 0.907563, 1.000000, 1.000000, 0.555556, 
