id,distance,n_actions
0,0.047619,1
1,0.357143,3
2,0.357143,3
3,0.285714,2
4,0.500000,4
5,0.357143,3
6,0.190476,2
7,0.380952,3
8,0.190476,2
9,0.404762,4
10,0.190476,2
11,0.119048,2
12,0.285714,2
13,0.535714,4
14,0.250000,2
15,0.357143,3
16,0.535714,4
17,0.428571,3
18,0.214286,2
19,0.285714,2
20,0.250000,2
21,0.285714,2
22,0.357143,3
23,0.357143,3
24,0.142857,2
25,0.571429,4
26,0.404762,4
27,0.190476,2
28,0.333333,4
29,0.035714,1
30,0.452381,4
31,0.333333,3
32,0.571429,4
33,0.119048,2
34,0.214286,2
35,0.142857,1
36,0.142857,1
37,0.333333,3
38,0.071429,1
39,0.250000,2
40,0.107143,1
41,0.357143,3
42,0.214286,2
43,0.357143,3
44,0.357143,3
45,0.142857,1
46,0.357143,3
47,0.071429,1
48,0.035714,1
49,0.071429,1
50,0.500000,4
51,0.285714,2
52,0.190476,2
53,0.321429,3
54,0.428571,3
55,0.380952,3
56,0.321429,3
57,0.107143,1
58,0.428571,3
59,0.214286,2
60,0.357143,3
61,0.107143,1
62,0.250000,2
63,0.202381,3
64,0.119048,2
65,0.357143,3
66,0.214286,2
67,0.107143,1
68,0.357143,3
69,0.035714,1
70,0.297619,3
71,0.285714,2
72,0.250000,2
73,0.071429,1
74,0.273810,3
75,0.142857,1
76,0.190476,3
77,0.071429,1
78,0.226190,3
79,0.190476,3
80,0.190476,2
81,0.214286,2
82,0.119048,2
83,0.214286,2
84,0.071429,1
85,0.107143,1
86,0.500000,4
87,0.214286,2
88,0.297619,3
89,0.309524,3
90,0.107143,1
91,0.214286,2
92,0.142857,1
93,0.428571,3
94,0.214286,2
95,0.202381,3
96,0.214286,2
97,0.214286,2
98,0.321429,3
99,0.297619,3
100,0.214286,2
101,0.321429,3
102,0.107143,1
