id,left,right
0,11,22
1,36,24
2,2,27
3,45,20
4,56,22
5,36,24
6,15,22
7,46,20
8,433,22
9,74,32
10,26,22
11,101,24
12,101,24
13,61,22
14,115,22
15,23,26
16,356,20
17,62,20
18,463,22
19,112,20
20,56,24
21,17,24
22,31,20
23,3,26
24,81,22
25,238,21
26,45,20
27,3,24
28,76,20
29,101,24
30,212,20
31,6,22
32,187,20
33,3,22
34,101,24
35,56,24
36,218,22
37,64,27
38,5,27
39,17,24
40,3,22
41,238,21
42,33,22
43,421,20
44,267,20
45,31,20
46,4,21
47,62,20
48,9,27
49,17,24
50,14,22
51,101,24
52,12,27
53,66,20
54,17,24
55,5,20
56,26,20
57,55,20
58,36,20
59,101,24
60,245,25
61,75,22
62,14,24
63,5,27
64,56,24
65,179,23
66,67,20
67,1,24
68,6,24
69,1,24
70,2,24
71,26,20
72,101,24
73,3,22
74,9,24
75,101,24
76,9,24
77,36,24
78,101,24
79,3,22
80,56,24
81,32,26
82,101,24
83,2,22
84,13,22
85,62,20
86,34,20
87,29,22
