id,p
0,0.001724
1,0.495222
2,0.495222
3,0.000000
4,0.082842
5,0.030436
6,0.001724
7,0.495222
8,0.495222
9,0.149609
10,0.495222
11,0.149609
12,0.000004
13,0.149609
14,0.196447
15,0.495222
16,0.000000
17,0.000000
18,0.030436
19,0.495222
20,0.000000
21,0.000000
22,0.030436
23,0.196447
24,0.030436
25,0.149609
26,0.000400
27,0.082842
28,0.082842
29,0.000000
30,0.495222
31,0.149609
32,0.030436
33,0.196447
34,0.495222
35,0.495222
36,0.149609
37,0.495222
38,0.495222
39,0.149609
40,0.196447
41,0.082842
42,0.082842
43,0.495222
44,0.495222
45,0.495222
46,0.001724
47,0.000000
48,0.082842
49,0.149609
50,0.000000
51,0.196447
52,0.000000
53,0.030436
54,0.001724
55,0.001724
56,0.082842
57,0.495222
58,0.149609
59,0.030436
60,0.495222
61,0.000400
62,0.030436
63,0.051083
64,0.495222
65,0.495222
66,0.495222
67,0.001724
68,0.495222
